Playlist-ID,Title,Language,Label,isTruthWorthy
4CKAsspIObJ1mlczGK374D,sad chinese songs ,chinese,sad,1
5H1Pko9OVjCUDDULt5Jcze,Sad Chinese Songs,chinese,sad,1
1xD0P66GcMeAVoOAPFu7Hy,sad chinese songs that will make your heart hurt | cpop playlist,chinese,sad,1
6Fw3eLjhxFMAn3ixxHpaIN,lemme be sad in chinese,chinese,sad,1
2LuSbf7taKeyRd8U3ddkmT,sad chinese love songs,chinese,sad,1
0Gyw1oJC1weRLsaLwmzjMF,chinese sad songs,chinese,sad,1
4NLrD3PCZXlsazBBMVO0zH,sad chinese songs/抖音 douyin,chinese,sad,1
2fKJ3RpDlTuLabDCJaSNII, Fucking sad and emo chinese songs,chinese,sad,1
0n62chGOeJz0uNUFu1fR6Q,Sad Chinese Song ✨,chinese,sad,1
5XJs5RTNxC6zV2BCTRSXoD,2021 Chinese Ballad/ Sad / OSTs,chinese,sad,1
7aBsgob4iVxMWKChjQLUKp,Sad Chinese OST.,chinese,sad,1
3biJhipDXCDRG04rkIt7bq,Chinese Sad Instrumental,chinese,sad,1
4G6ubxRHuJrJvpsL8ARkPX,你不是真正的快樂- sad chinese love songs,chinese,sad,1
3SFtVtIpFzekHMIecd6RSx,all dem sad chinese songs :(,chinese,sad,1
2FJybFsE2MMGfbyfA5sSgv,說好不哭 chinese saddd,chinese,sad,1
1p3U36XygyuM8uJZwjB7Na,Chinese Sad / Emo Songs,chinese,sad,1
3ior3dL1XG1nUlgiYU8FkQ,Sad chinese ,chinese,sad,1
2MkE0z9zxfMEiTxiYQci5Y,chinese relaxing ost ,chinese,sad,1
4TmIIaKRZFrfW9wv9FMrbe,Sad Chinese Ost.,chinese,sad,1
29FnPYC2rJGvu42abJa80C,sad cpop/chinese songs,chinese,sad,1
44zwFopxQ3TBusEBANIq2s,Sad Chinese Songs :((((,chinese,sad,1
4ostPg6yi93qtZpoNu6nPo,my sad chinese drama ,chinese,sad,1
6KA4klF3xY2P3xaJg1QaRj,Saddest Chinese Songs,chinese,sad,1
3ROnqm2Ike59mVWx1PZRRS,SAD CHINESE SONG💔,chinese,sad,1
4G4G4NeKRsba4BZx9s0zx2,sad chinese ,chinese,sad,1
5sSkaNceOvjlh48BzQGrHZ,being sad but in chinese,chinese,sad,1
2DzF0P4ClKArQ36dAIlTsB,chinese sadness,chinese,sad,1
40xd2LtogtgqhmpNlLFf2w,Chinese Songs So Sad You Become Thankful You're In Media,chinese,sad,1
5MKMrqnfZvlhWNd8rC4nfs,sad chinese men,chinese,sad,1
0PNAc3qLrSJij90ehXJbnb,sad chinese songs,chinese,sad,1
6G8vgeT9Y8qQnkdhsEpm88,think sad thoughts (in chinese),chinese,sad,1
41vSJhbpTPLFaNrZoRVYYW,sad chinese hours,chinese,sad,1
1rymWvp7LIOAA7limsizM5,Sad Chinese,chinese,sad,1
48fNaQirYSRqXBuaaiB03u,Ost chinese ballad sad,chinese,sad,1
12YNBs5woNlyRe8Opju8Ha,Sad Chinese Songs,chinese,sad,1
2ihOeiUewzA35WvIZqlWrA,Chinese Sad Love Songs,chinese,sad,1
13cI9y2CWwpOawr7pLMxMp,Chinese ,chinese,sad,1
1xZChUzIXmXGtMteYZWqrX,sad hours chinese ver,chinese,sad,1
5grbGZFkHhbIRLZodI8sN4,Sad Chinese songs 🔵,chinese,sad,1
5WPbFy3xV23MjStYsceLdQ,sad chinese song,chinese,sad,1
7gJi5tA5P997n2c4QdCfja,sad chinese playlist,chinese,sad,1
6kEAdHa5aACRW7fqplkAIG,Sad songs (Chinese),chinese,sad,1
64KE6Zqj2zhunEZrcNggCW,sad chinese songs,chinese,sad,1
0nnJDlDrAcEaHtdr0NFKCx,sad chinese hits 💔,chinese,sad,1
7x0UaR4SC06VgvVZhW43QT,sad chinese ones,chinese,sad,1
51AJvH7v50pJHBlrSoo8cg,SAD CHINESE FM,chinese,sad,1
5juCtcIxDaytnAZ39J1J6u,chinese af😇,chinese,sad,1
435ytThzo32mWIONeTxmgm,sad but in chinese,chinese,sad,1
3GyUIw7dxQ3WViK0GLmHD3,SAD CHINESE SONG,chinese,sad,1
5MIhCUn8pKSiUcstR7wyCc,chinese sad songs,chinese,sad,1
